"order_item_id";"order_id";"product_id";"quantity";"discount"
18496;6224;235;1;0.15
18497;6224;196;3;0.0
18498;6225;357;4;0.1
18499;6225;476;2;0.0
18500;6225;20;4;0.0
18501;6225;262;3;0.05
18502;6226;472;2;0.0
18503;6226;474;4;0.15
18504;6226;383;2;0.05
18505;6226;459;2;0.1
18506;6226;442;4;0.1
18507;6227;73;4;0.0
18508;6227;126;1;0.15
18509;6227;437;1;0.15
18510;6228;280;4;0.15
18511;6229;395;4;0.15
18512;6229;405;2;0.0
18513;6230;53;1;0.0
18514;6230;290;1;0.0
18515;6230;438;4;0.05
18516;6231;345;1;0.1
18517;6231;35;4;0.0
18518;6231;485;1;0.0
18519;6231;398;4;0.0
18520;6231;399;3;0.15
18521;6232;219;4;0.15
18522;6232;360;3;0.1
18523;6232;154;4;0.1
18524;6233;384;1;0.05
18525;6233;126;2;0.15
18526;6233;339;4;0.1
18527;6233;397;3;0.15
18528;6234;96;1;0.0
18529;6234;313;2;0.15
18530;6234;214;3;0.15
18531;6234;191;3;0.05
18532;6234;296;2;0.0
18533;6235;442;1;0.1
18534;6235;2;3;0.05
18535;6235;373;2;0.1
18536;6235;440;2;0.0
18537;6235;435;3;0.05
18538;6236;66;4;0.0
18539;6237;144;1;0.05
18540;6238;244;4;0.1
18541;6238;172;3;0.1
18542;6238;426;4;0.1
18543;6238;485;2;0.15
18544;6239;19;1;0.15
18545;6239;74;2;0.05
18546;6239;364;3;0.0
18547;6240;235;4;0.05
18548;6241;338;1;0.05
18549;6241;64;3;0.05
18550;6242;303;4;0.05
18551;6243;268;2;0.05
18552;6243;347;1;0.0
18553;6243;165;3;0.0
18554;6243;273;4;0.0
18555;6244;364;2;0.1
18556;6245;127;1;0.1
18557;6245;419;3;0.05
18558;6245;329;1;0.15
18559;6245;154;3;0.15
18560;6245;455;4;0.05
18561;6246;342;1;0.05
18562;6247;313;1;0.15
18563;6247;319;1;0.0
18564;6247;75;1;0.15
18565;6247;166;4;0.15
18566;6248;92;3;0.05
18567;6248;56;1;0.1
18568;6249;81;4;0.15
18569;6249;232;2;0.15
18570;6250;394;1;0.0
18571;6251;162;1;0.15
18572;6251;455;4;0.15
18573;6251;449;3;0.15
18574;6251;100;3;0.0
18575;6252;178;4;0.05
18576;6252;379;3;0.1
18577;6252;136;4;0.1
18578;6253;173;4;0.1
18579;6253;411;2;0.1
18580;6254;100;3;0.15
18581;6254;156;4;0.15
18582;6255;131;4;0.15
18583;6255;159;2;0.1
18584;6255;241;1;0.15
18585;6255;19;4;0.0
18586;6255;293;2;0.05
18587;6256;395;4;0.0
18588;6256;496;1;0.1
18589;6257;360;3;0.0
18590;6258;85;1;0.1
18591;6258;236;1;0.15
18592;6258;415;2;0.05
18593;6258;349;2;0.0
18594;6259;388;4;0.15
18595;6259;34;2;0.1
18596;6259;237;4;0.0
18597;6260;447;3;0.1
18598;6261;69;2;0.1
18599;6261;276;1;0.15
18600;6262;118;1;0.15
18601;6262;285;2;0.0
18602;6263;103;4;0.15
18603;6263;482;1;0.05
18604;6263;53;1;0.0
18605;6264;349;1;0.05
18606;6264;133;3;0.05
18607;6264;307;3;0.05
18608;6265;2;2;0.1
18609;6265;458;4;0.0
18610;6265;405;4;0.15
18611;6265;321;2;0.1
18612;6266;211;2;0.1
18613;6266;453;3;0.0
18614;6266;179;4;0.15
18615;6266;46;4;0.05
18616;6267;78;4;0.1
18617;6268;152;1;0.15
18618;6268;442;3;0.15
18619;6269;353;2;0.05
18620;6269;276;2;0.15
18621;6269;214;2;0.1
18622;6270;68;4;0.0
18623;6270;29;2;0.1
18624;6270;442;1;0.15
18625;6270;303;2;0.0
18626;6270;205;3;0.1
18627;6271;486;2;0.15
18628;6271;389;2;0.15
18629;6271;200;4;0.05
18630;6272;341;1;0.05
18631;6272;62;3;0.0
18632;6273;80;4;0.15
18633;6273;243;4;0.05
18634;6274;71;1;0.1
18635;6274;7;1;0.15
18636;6274;28;3;0.1
18637;6275;400;4;0.1
18638;6275;274;2;0.05
18639;6275;334;3;0.15
18640;6275;34;4;0.1
18641;6276;441;4;0.05
18642;6277;32;4;0.1
18643;6278;482;4;0.0
18644;6279;43;3;0.05
18645;6279;131;3;0.1
18646;6280;162;4;0.0
18647;6280;86;3;0.0
18648;6280;269;1;0.1
18649;6281;105;3;0.1
18650;6281;256;1;0.15
18651;6281;374;4;0.15
18652;6281;202;3;0.15
18653;6282;242;3;0.0
18654;6282;384;2;0.05
18655;6282;160;1;0.05
18656;6282;143;4;0.15
18657;6282;442;1;0.15
18658;6283;54;2;0.05
18659;6283;93;3;0.1
18660;6283;319;2;0.05
18661;6283;168;3;0.1
18662;6283;192;2;0.1
18663;6284;63;1;0.15
18664;6284;56;1;0.05
18665;6284;21;3;0.05
18666;6284;255;3;0.0
18667;6284;409;4;0.15
18668;6285;229;3;0.15
18669;6285;248;1;0.1
18670;6285;363;1;0.0
18671;6286;385;1;0.0
18672;6286;469;1;0.1
18673;6286;487;4;0.05
18674;6286;463;1;0.05
18675;6286;245;2;0.1
18676;6287;130;3;0.1
18677;6287;267;1;0.0
18678;6287;406;2;0.15
18679;6287;164;4;0.0
18680;6287;277;2;0.15
18681;6288;288;1;0.1
18682;6288;328;4;0.1
18683;6288;17;2;0.0
18684;6288;475;1;0.15
18685;6289;18;3;0.15
18686;6289;449;3;0.0
18687;6289;21;1;0.05
18688;6290;201;2;0.05
18689;6291;102;1;0.15
18690;6291;162;3;0.0
18691;6291;312;4;0.1
18692;6291;284;3;0.0
18693;6291;313;2;0.05
18694;6292;474;4;0.1
18695;6292;444;3;0.05
18696;6292;169;4;0.1
18697;6292;291;4;0.05
18698;6293;236;1;0.05
18699;6293;192;2;0.15
18700;6293;392;3;0.15
18701;6293;251;2;0.15
18702;6293;176;1;0.0
18703;6294;254;1;0.1
18704;6294;387;1;0.0
18705;6294;74;1;0.0
18706;6294;250;2;0.0
18707;6294;436;1;0.1
18708;6295;435;4;0.05
18709;6295;228;4;0.15
18710;6296;483;2;0.0
18711;6296;373;2;0.0
18712;6297;129;1;0.0
18713;6297;438;1;0.15
18714;6297;409;2;0.05
18715;6297;488;2;0.15
18716;6298;110;4;0.05
18717;6298;439;1;0.1
18718;6298;226;3;0.0
18719;6298;432;3;0.0
18720;6299;6;1;0.15
18721;6299;75;1;0.05
18722;6299;171;4;0.05
18723;6299;154;2;0.1
18724;6299;431;2;0.15
18725;6300;184;3;0.05
18726;6300;240;3;0.05
18727;6301;419;2;0.15
18728;6301;146;3;0.1
18729;6301;421;3;0.0
18730;6301;367;1;0.05
18731;6302;357;2;0.1
18732;6302;326;3;0.1
18733;6303;291;2;0.05
18734;6303;198;3;0.15
18735;6303;443;2;0.0
18736;6303;315;4;0.0
18737;6304;78;1;0.1
18738;6304;62;3;0.15
18739;6304;342;3;0.05
18740;6304;452;1;0.05
18741;6304;423;4;0.0
18742;6305;359;1;0.1
18743;6305;241;1;0.15
18744;6305;110;4;0.1
18745;6306;72;1;0.05
18746;6306;378;4;0.0
18747;6307;234;3;0.1
18748;6307;403;1;0.0
18749;6307;345;1;0.15
18750;6308;162;3;0.1
18751;6308;327;3;0.15
18752;6309;41;3;0.0
18753;6309;334;1;0.05
18754;6309;273;4;0.05
18755;6310;84;4;0.1
18756;6310;55;1;0.15
18757;6310;218;2;0.0
18758;6310;13;1;0.0
18759;6310;215;3;0.15
18760;6311;471;1;0.15
18761;6312;337;2;0.1
18762;6312;21;4;0.1
18763;6312;62;2;0.05
18764;6313;7;3;0.1
18765;6313;202;4;0.0
18766;6313;335;3;0.15
18767;6314;281;1;0.0
18768;6314;362;1;0.1
18769;6314;34;1;0.05
18770;6314;309;2;0.15
18771;6314;469;2;0.1
18772;6315;12;3;0.1
18773;6315;111;4;0.0
18774;6316;61;2;0.1
18775;6317;218;1;0.15
18776;6318;105;2;0.1
18777;6318;229;3;0.15
18778;6318;131;1;0.1
18779;6318;228;4;0.15
18780;6319;475;3;0.15
18781;6319;149;4;0.1
18782;6320;15;4;0.05
18783;6320;329;1;0.05
18784;6320;238;3;0.15
18785;6320;299;2;0.0
18786;6321;458;1;0.0
18787;6321;456;1;0.15
18788;6321;225;2;0.1
18789;6321;303;4;0.1
18790;6321;402;1;0.0
18791;6322;457;2;0.0
18792;6322;22;2;0.05
18793;6322;286;2;0.0
18794;6323;213;4;0.1
18795;6323;285;4;0.05
18796;6323;419;2;0.15
18797;6324;417;2;0.15
18798;6324;139;4;0.1
18799;6324;64;4;0.1
18800;6324;284;3;0.1
18801;6324;265;2;0.1
18802;6325;248;4;0.1
18803;6325;212;4;0.1
18804;6325;363;1;0.15
18805;6325;253;4;0.1
18806;6325;60;4;0.05
18807;6326;418;3;0.15
18808;6326;258;1;0.05
18809;6326;144;1;0.0
18810;6326;370;1;0.05
18811;6327;456;3;0.1
18812;6327;468;4;0.1
18813;6327;226;3;0.05
18814;6328;116;3;0.15
18815;6328;30;3;0.05
18816;6329;370;3;0.1
18817;6329;264;3;0.15
18818;6329;373;1;0.1
18819;6329;379;1;0.1
18820;6329;266;3;0.0
18821;6330;349;4;0.05
18822;6330;419;2;0.15
18823;6330;300;1;0.15
18824;6331;235;3;0.0
18825;6331;138;1;0.0
18826;6331;427;4;0.0
18827;6331;269;2;0.15
18828;6331;484;3;0.1
18829;6332;19;3;0.05
18830;6332;474;2;0.0
18831;6332;62;2;0.05
18832;6333;311;3;0.0
18833;6333;25;4;0.15
18834;6334;37;1;0.0
18835;6335;132;4;0.15
18836;6336;358;3;0.05
18837;6336;455;4;0.0
18838;6336;210;3;0.0
18839;6336;25;3;0.05
18840;6337;46;1;0.1
18841;6337;260;2;0.15
18842;6337;273;3;0.15
18843;6337;454;3;0.05
18844;6338;242;4;0.15
18845;6338;396;2;0.15
18846;6338;361;1;0.15
18847;6339;112;4;0.15
18848;6340;362;3;0.1
18849;6340;440;1;0.1
18850;6340;424;2;0.0
18851;6340;461;4;0.1
18852;6341;445;1;0.15
18853;6341;44;1;0.0
18854;6342;170;2;0.0
18855;6342;206;2;0.15
18856;6342;400;1;0.1
18857;6343;421;4;0.1
18858;6343;208;1;0.05
18859;6343;320;3;0.1
18860;6344;290;3;0.15
18861;6344;149;4;0.1
18862;6344;338;3;0.0
18863;6344;33;2;0.15
18864;6344;1;1;0.05
18865;6345;456;4;0.05
18866;6346;66;2;0.0
18867;6346;421;2;0.1
18868;6346;213;3;0.0
18869;6346;134;2;0.05
18870;6347;188;3;0.05
18871;6347;82;2;0.05
18872;6347;280;3;0.0
18873;6348;100;3;0.1
18874;6348;42;3;0.15
18875;6349;13;1;0.15
18876;6350;8;4;0.1
18877;6350;382;2;0.1
18878;6351;272;3;0.05
18879;6352;341;4;0.05
18880;6352;146;2;0.15
18881;6352;349;1;0.05
18882;6352;214;2;0.0
18883;6352;226;4;0.1
18884;6353;496;2;0.0
18885;6354;208;4;0.0
18886;6355;69;4;0.05
18887;6355;158;3;0.1
18888;6355;363;2;0.05
18889;6355;271;3;0.15
18890;6356;400;2;0.15
18891;6357;491;2;0.1
18892;6357;431;4;0.1
18893;6358;65;4;0.05
18894;6359;282;4;0.0
18895;6359;476;2;0.1
18896;6359;366;2;0.0
18897;6359;426;3;0.0
18898;6359;15;3;0.05
18899;6360;91;1;0.15
18900;6360;359;2;0.05
18901;6360;443;4;0.1
18902;6361;134;3;0.1
18903;6362;220;3;0.05
18904;6362;398;4;0.0
18905;6362;465;2;0.05
18906;6362;445;3;0.1
18907;6362;192;4;0.05
18908;6363;358;3;0.0
18909;6363;131;3;0.1
18910;6364;32;1;0.15
18911;6364;162;1;0.0
18912;6365;51;1;0.0
18913;6365;476;3;0.1
18914;6366;291;2;0.15
18915;6366;133;3;0.05
18916;6366;97;2;0.1
18917;6366;313;1;0.15
18918;6366;500;1;0.1
18919;6367;498;2;0.05
18920;6367;356;3;0.1
18921;6367;434;3;0.15
18922;6367;104;2;0.1
18923;6368;25;1;0.05
18924;6368;283;3;0.05
18925;6368;308;4;0.1
18926;6368;139;4;0.0
18927;6368;299;1;0.1
18928;6369;72;4;0.05
18929;6369;456;2;0.0
18930;6369;255;4;0.05
18931;6370;107;4;0.0
18932;6370;425;3;0.0
18933;6370;219;3;0.1
18934;6370;70;4;0.1
18935;6371;143;1;0.15
18936;6372;62;1;0.1
18937;6372;4;4;0.15
18938;6372;143;3;0.1
18939;6373;147;1;0.15
18940;6373;24;3;0.15
18941;6373;357;4;0.05
18942;6373;170;2;0.05
18943;6373;16;2;0.1
18944;6374;20;1;0.1
18945;6374;373;2;0.0
18946;6375;46;4;0.05
18947;6376;16;1;0.0
18948;6377;403;4;0.0
18949;6377;452;2;0.15
18950;6377;50;2;0.1
18951;6377;98;1;0.0
18952;6378;7;2;0.0
18953;6378;481;2;0.15
18954;6378;274;1;0.05
18955;6379;298;2;0.05
18956;6379;55;4;0.0
18957;6380;87;1;0.05
18958;6380;216;3;0.1
18959;6380;113;3;0.05
18960;6381;144;3;0.05
18961;6381;447;2;0.1
18962;6382;301;1;0.05
18963;6382;73;2;0.05
18964;6383;450;1;0.0
18965;6384;93;2;0.05
18966;6385;59;2;0.05
18967;6385;404;3;0.05
18968;6385;425;3;0.0
18969;6385;127;4;0.0
18970;6386;482;3;0.05
18971;6386;308;2;0.1
18972;6387;293;1;0.15
18973;6387;101;4;0.05
18974;6387;324;3;0.1
18975;6387;453;4;0.15
18976;6388;12;3;0.0
18977;6388;336;4;0.15
18978;6388;62;3;0.05
18979;6388;381;4;0.0
18980;6389;164;1;0.05
18981;6389;415;1;0.15
18982;6389;205;1;0.0
18983;6390;319;2;0.05
18984;6390;460;4;0.0
18985;6390;281;2;0.15
18986;6390;370;2;0.0
18987;6391;131;4;0.15
18988;6391;199;2;0.15
18989;6391;467;1;0.15
18990;6392;170;4;0.05
18991;6392;464;2;0.1
18992;6393;6;4;0.15
18993;6393;164;4;0.05
18994;6393;56;2;0.1
18995;6394;391;2;0.0
18996;6394;289;3;0.15
18997;6395;344;2;0.05
18998;6395;362;2;0.05
18999;6396;279;2;0.05
19000;6396;429;1;0.05
19001;6396;328;3;0.05
19002;6396;309;2;0.05
19003;6396;21;3;0.0
19004;6397;297;2;0.15
19005;6397;187;1;0.1
19006;6397;165;1;0.0
19007;6397;243;3;0.1
19008;6398;377;2;0.1
19009;6399;292;2;0.05
19010;6399;45;2;0.1
19011;6399;348;3;0.15
19012;6400;37;1;0.05
19013;6400;240;2;0.1
19014;6400;350;1;0.1
19015;6400;315;4;0.05
19016;6401;163;2;0.05
19017;6401;262;4;0.1
19018;6401;62;1;0.1
19019;6401;30;2;0.1
19020;6401;302;2;0.05
19021;6402;409;4;0.1
19022;6402;77;1;0.0
19023;6402;471;3;0.05
19024;6402;177;1;0.1
19025;6402;167;3;0.15
19026;6403;244;3;0.0
19027;6403;492;2;0.1
19028;6403;13;4;0.05
19029;6404;165;2;0.05
19030;6404;383;1;0.0
19031;6405;415;1;0.15
19032;6405;196;1;0.15
19033;6405;281;3;0.1
19034;6405;23;4;0.15
19035;6406;471;4;0.1
19036;6406;266;2;0.0
19037;6406;77;3;0.05
19038;6407;142;4;0.1
19039;6407;151;1;0.15
19040;6407;33;2;0.05
19041;6408;378;1;0.05
19042;6408;222;3;0.05
19043;6408;241;3;0.1
19044;6408;16;1;0.0
19045;6409;235;3;0.1
19046;6410;144;2;0.1
19047;6410;331;1;0.05
19048;6410;47;4;0.15
19049;6410;357;4;0.15
19050;6411;97;1;0.1
19051;6411;114;1;0.1
19052;6411;292;4;0.1
19053;6411;325;4;0.0
19054;6411;256;2;0.05
19055;6412;251;3;0.05
19056;6412;153;3;0.1
19057;6412;78;2;0.05
19058;6412;366;1;0.15
19059;6413;131;3;0.05
19060;6413;284;2;0.15
19061;6413;245;1;0.1
19062;6414;327;3;0.0
19063;6414;363;2;0.15
19064;6415;472;3;0.05
19065;6416;483;2;0.0
19066;6416;184;1;0.0
19067;6416;403;3;0.15
19068;6417;388;2;0.0
19069;6417;437;3;0.05
19070;6417;352;1;0.05
19071;6417;153;2;0.1
19072;6417;43;2;0.15
19073;6418;403;4;0.1
19074;6418;464;4;0.15
19075;6418;250;1;0.15
19076;6419;259;4;0.1
19077;6419;340;3;0.05
19078;6419;235;4;0.05
19079;6419;409;1;0.15
19080;6420;113;4;0.0
19081;6421;333;1;0.0
19082;6422;49;2;0.1
19083;6423;90;1;0.1
19084;6423;149;4;0.1
19085;6423;182;2;0.0
19086;6424;414;4;0.1
19087;6425;440;1;0.0
19088;6425;493;3;0.1
19089;6425;199;1;0.0
19090;6425;194;1;0.15
19091;6425;60;2;0.05
19092;6426;198;3;0.05
19093;6427;418;3;0.05
19094;6428;469;4;0.1
19095;6429;229;3;0.0
19096;6430;17;1;0.0
19097;6430;340;4;0.0
19098;6431;403;2;0.0
19099;6431;176;1;0.1
19100;6431;90;3;0.0
19101;6432;362;1;0.1
19102;6432;206;4;0.1
19103;6433;397;4;0.15
19104;6434;416;4;0.15
19105;6435;164;1;0.1
19106;6435;284;1;0.1
19107;6435;218;2;0.1
19108;6436;318;3;0.15
19109;6437;157;3;0.0
19110;6438;466;2;0.15
19111;6438;293;4;0.0
19112;6438;28;2;0.0
19113;6439;345;2;0.15
19114;6439;490;1;0.0
19115;6439;165;3;0.0
19116;6440;286;1;0.15
19117;6441;83;4;0.0
19118;6441;338;3;0.05
19119;6442;276;2;0.1
19120;6442;53;1;0.0
19121;6442;75;4;0.0
19122;6443;94;3;0.0
19123;6443;105;3;0.15
19124;6443;237;2;0.1
19125;6443;260;3;0.05
19126;6444;408;1;0.15
19127;6445;405;4;0.0
19128;6445;57;2;0.05
19129;6446;385;4;0.05
19130;6447;202;1;0.1
19131;6447;206;3;0.05
19132;6447;140;3;0.0
19133;6448;59;4;0.0
19134;6448;406;4;0.05
19135;6448;437;3;0.05
19136;6448;13;2;0.15
19137;6448;119;1;0.0
19138;6449;88;2;0.0
19139;6450;153;1;0.1
19140;6450;368;1;0.0
19141;6450;493;1;0.05
19142;6450;334;4;0.0
19143;6450;474;2;0.05
19144;6451;102;4;0.1
19145;6451;379;1;0.1
19146;6451;153;3;0.05
19147;6451;129;3;0.1
19148;6451;2;2;0.1
19149;6452;493;1;0.05
19150;6452;348;4;0.15
19151;6452;464;3;0.05
19152;6453;97;2;0.15
19153;6453;228;4;0.15
19154;6453;378;3;0.0
19155;6453;430;1;0.0
19156;6454;357;1;0.05
19157;6454;411;2;0.15
19158;6454;297;2;0.1
19159;6455;128;1;0.15
19160;6455;336;4;0.15
19161;6456;448;2;0.15
19162;6456;234;4;0.15
19163;6456;166;1;0.0
19164;6456;211;4;0.0
19165;6457;262;2;0.1
19166;6457;426;1;0.05
19167;6457;281;3;0.0
19168;6457;437;2;0.05
19169;6457;298;1;0.1
19170;6458;58;2;0.0
19171;6458;24;2;0.05
19172;6458;207;4;0.15
19173;6458;252;1;0.15
19174;6459;441;1;0.0
19175;6459;7;4;0.05
19176;6460;418;3;0.0
19177;6460;453;2;0.15
19178;6460;450;4;0.0
19179;6460;369;4;0.15
19180;6460;465;1;0.0
19181;6461;418;3;0.0
19182;6462;275;1;0.05
19183;6462;288;4;0.15
19184;6463;204;2;0.15
19185;6463;199;1;0.15
19186;6463;171;2;0.05
19187;6463;327;2;0.1
19188;6464;157;4;0.15
19189;6465;52;4;0.15
19190;6465;237;1;0.1
19191;6465;199;3;0.0
19192;6465;298;1;0.0
19193;6466;402;1;0.0
19194;6466;343;2;0.0
19195;6466;210;4;0.05
19196;6467;201;1;0.0
19197;6467;165;3;0.1
19198;6467;440;4;0.1
19199;6468;432;1;0.1
19200;6468;273;1;0.05
19201;6468;209;3;0.05
19202;6469;143;1;0.15
19203;6469;190;1;0.1
19204;6469;93;1;0.05
19205;6469;186;1;0.15
19206;6470;24;1;0.0
19207;6470;202;1;0.1
19208;6470;295;2;0.15
19209;6470;97;4;0.1
19210;6471;210;1;0.05
19211;6471;250;2;0.0
19212;6471;213;4;0.15
19213;6471;488;3;0.0
19214;6471;427;1;0.15
19215;6472;143;4;0.1
19216;6472;485;3;0.0
19217;6472;219;1;0.1
19218;6472;299;2;0.15
19219;6473;353;2;0.0
19220;6473;309;3;0.15
19221;6473;127;3;0.05
19222;6474;141;3;0.0
19223;6474;210;2;0.15
19224;6475;309;2;0.0
19225;6476;489;4;0.15
19226;6476;206;3;0.15
19227;6477;267;3;0.15
19228;6477;166;4;0.1
19229;6477;159;2;0.1
19230;6477;344;1;0.1
19231;6478;463;3;0.15
19232;6478;37;3;0.05
19233;6479;105;2;0.15
19234;6479;406;1;0.0
19235;6479;279;2;0.0
19236;6479;302;4;0.0
19237;6479;119;1;0.05
19238;6480;248;1;0.0
19239;6480;299;1;0.0
19240;6480;291;2;0.05
19241;6480;373;1;0.05
19242;6481;14;3;0.0
19243;6481;494;4;0.0
19244;6482;25;1;0.15
19245;6482;107;3;0.15
19246;6482;464;3;0.0
19247;6482;105;4;0.15
19248;6482;68;1;0.0
19249;6483;163;4;0.1
19250;6483;286;3;0.1
19251;6483;499;1;0.1
19252;6483;414;2;0.1
19253;6484;78;1;0.15
19254;6484;425;2;0.05
19255;6484;250;2;0.15
19256;6484;361;4;0.05
19257;6485;436;1;0.0
19258;6485;91;3;0.1
19259;6485;245;1;0.05
19260;6485;480;4;0.0
19261;6486;397;3;0.15
19262;6486;183;3;0.1
19263;6487;295;2;0.0
19264;6487;470;3;0.15
19265;6487;27;4;0.1
19266;6487;4;2;0.05
19267;6487;108;4;0.1
19268;6488;481;2;0.0
19269;6488;118;1;0.05
19270;6488;215;2;0.1
19271;6489;248;4;0.15
19272;6489;252;1;0.1
19273;6489;227;3;0.1
19274;6489;429;2;0.05
19275;6489;400;4;0.05
19276;6490;192;1;0.0
19277;6490;58;3;0.15
19278;6490;221;3;0.05
19279;6490;201;4;0.1
19280;6491;32;4;0.05
19281;6491;21;1;0.05
19282;6491;323;3;0.05
19283;6491;489;1;0.0
19284;6492;74;3;0.05
19285;6492;415;4;0.1
19286;6493;124;2;0.1
19287;6493;221;4;0.0
19288;6494;213;1;0.05
19289;6494;370;1;0.15
19290;6494;58;4;0.15
19291;6495;412;4;0.0
19292;6496;224;1;0.15
19293;6497;333;3;0.15
19294;6497;329;2;0.1
19295;6497;264;2;0.1
19296;6497;388;4;0.1
19297;6498;438;2;0.05
19298;6498;207;3;0.1
19299;6498;355;1;0.1
19300;6498;141;3;0.1
19301;6498;400;1;0.05
19302;6499;70;4;0.05
19303;6499;266;2;0.1
19304;6499;139;4;0.15
19305;6499;27;1;0.0
19306;6499;320;3;0.1
19307;6500;96;4;0.0
19308;6500;76;2;0.15
19309;6500;439;3;0.05
19310;6500;186;2;0.05
19311;6500;473;1;0.1
19312;6501;236;1;0.15
19313;6501;39;1;0.15
19314;6502;369;1;0.0
19315;6502;112;3;0.15
19316;6502;287;4;0.0
19317;6502;21;1;0.1
19318;6502;170;1;0.05
19319;6503;177;3;0.1
19320;6503;370;1;0.05
19321;6504;140;2;0.1
19322;6504;145;3;0.1
19323;6504;35;1;0.05
19324;6504;382;2;0.15
19325;6504;285;1;0.1
19326;6505;171;3;0.05
19327;6505;185;3;0.0
19328;6505;33;4;0.1
19329;6505;194;2;0.05
19330;6506;393;2;0.1
19331;6507;58;1;0.15
19332;6508;318;4;0.15
19333;6508;460;4;0.1
19334;6508;448;3;0.0
19335;6508;53;1;0.1
19336;6508;500;2;0.1
19337;6509;185;4;0.0
19338;6509;222;2;0.15
19339;6509;294;4;0.05
19340;6509;310;2;0.15
19341;6510;215;3;0.05
19342;6511;499;4;0.1
19343;6511;321;1;0.1
19344;6511;28;1;0.15
19345;6512;270;2;0.1
19346;6512;391;4;0.15
19347;6513;12;3;0.05
19348;6514;104;2;0.15
19349;6514;132;3;0.1
19350;6514;223;1;0.15
19351;6515;18;2;0.15
19352;6515;53;3;0.15
19353;6515;54;4;0.05
19354;6515;121;1;0.15
19355;6515;418;1;0.1
19356;6516;496;1;0.0
19357;6516;350;4;0.1
19358;6516;2;1;0.15
19359;6516;16;3;0.0
19360;6517;90;1;0.05
19361;6518;489;4;0.05
19362;6518;356;3;0.15
19363;6518;177;2;0.15
19364;6519;42;2;0.15
19365;6519;195;4;0.15
19366;6519;97;4;0.1
19367;6519;353;3;0.0
19368;6519;310;2;0.05
19369;6520;248;4;0.0
19370;6520;318;3;0.1
19371;6520;193;1;0.05
19372;6521;487;3;0.0
19373;6521;81;2;0.05
19374;6521;435;4;0.1
19375;6521;285;4;0.1
19376;6522;220;2;0.15
19377;6522;495;4;0.1
19378;6523;34;2;0.15
19379;6523;187;3;0.1
19380;6523;444;3;0.1
19381;6523;229;1;0.05
19382;6524;263;2;0.15
19383;6524;266;3;0.1
19384;6524;178;3;0.05
19385;6525;388;3;0.05
19386;6525;409;2;0.0
19387;6525;341;3;0.15
19388;6525;112;1;0.1
19389;6526;424;3;0.15
19390;6526;308;4;0.1
19391;6526;433;2;0.0
19392;6527;242;4;0.15
19393;6528;339;2;0.15
19394;6528;311;1;0.1
19395;6528;356;2;0.1
19396;6528;74;2;0.15
19397;6528;191;1;0.1
19398;6529;341;2;0.1
19399;6529;220;3;0.05
19400;6529;54;1;0.05
19401;6529;329;4;0.05
19402;6529;285;3;0.1
19403;6530;473;2;0.1
19404;6530;328;1;0.05
19405;6530;474;3;0.0
19406;6531;38;4;0.15
19407;6531;188;1;0.15
19408;6531;59;4;0.05
19409;6532;359;2;0.15
19410;6532;329;2;0.1
19411;6532;352;4;0.15
19412;6533;417;1;0.1
19413;6534;301;4;0.05
19414;6534;392;4;0.0
19415;6534;238;3;0.15
19416;6534;236;1;0.15
19417;6535;217;1;0.15
19418;6535;441;2;0.15
19419;6536;491;1;0.05
19420;6536;188;4;0.05
19421;6536;406;1;0.1
19422;6536;285;1;0.05
19423;6537;43;1;0.15
19424;6538;182;4;0.0
19425;6538;428;4;0.05
19426;6538;2;3;0.15
19427;6538;196;4;0.15
19428;6539;400;2;0.0
19429;6539;180;2;0.05
19430;6539;395;3;0.15
19431;6539;356;2;0.05
19432;6540;262;4;0.15
19433;6540;106;4;0.15
19434;6540;339;1;0.15
19435;6541;120;4;0.15
19436;6542;220;3;0.1
19437;6543;421;2;0.1
19438;6543;101;4;0.1
19439;6543;33;2;0.05
19440;6543;77;3;0.05
19441;6544;2;1;0.0
19442;6544;234;2;0.1
19443;6544;259;1;0.05
19444;6544;351;4;0.05
19445;6544;275;3;0.1
19446;6545;445;2;0.1
19447;6545;500;4;0.0
19448;6545;66;1;0.1
19449;6546;294;2;0.05
19450;6546;420;1;0.0
19451;6546;43;3;0.0
19452;6547;398;1;0.0
19453;6547;329;4;0.0
19454;6547;221;4;0.15
19455;6547;408;4;0.15
19456;6548;366;2;0.0
19457;6548;153;2;0.0
19458;6548;22;4;0.1
19459;6548;225;3;0.05
19460;6548;254;2;0.05
19461;6549;121;3;0.05
19462;6549;498;3;0.1
19463;6549;255;1;0.05
19464;6549;127;3;0.05
19465;6550;377;2;0.0
19466;6550;409;1;0.0
19467;6551;140;3;0.1
19468;6551;91;4;0.15
19469;6552;385;1;0.1
19470;6552;22;3;0.15
19471;6552;81;4;0.0
19472;6553;311;1;0.15
19473;6553;139;1;0.1
19474;6554;348;2;0.1
19475;6554;2;2;0.05
19476;6554;443;1;0.0
19477;6554;86;3;0.05
19478;6555;458;3;0.1
19479;6555;21;4;0.05
19480;6555;259;4;0.15
19481;6556;152;2;0.15
19482;6556;195;4;0.05
19483;6556;280;4;0.1
19484;6556;163;3;0.1
19485;6556;344;1;0.0
19486;6557;249;2;0.05
19487;6557;246;4;0.15
19488;6557;465;2;0.05
19489;6557;313;1;0.15
19490;6558;61;3;0.05
19491;6559;5;3;0.05
19492;6559;267;2;0.0
19493;6559;460;1;0.05
