"order_id";"order_date";"customer_id";"order_status";"payment_method"
10030;"2024-05-31";8871;"Shipped";"Cash"
10031;"2023-10-25";202;"Shipped";"Debit Card"
10032;"2024-05-30";89;"Shipped";"Credit Card"
10033;"2025-03-18";6300;"Processing";"Cash"
10034;"2023-09-03";8380;"Shipped";"Credit Card"
10035;"2024-10-31";5172;"Shipped";"Cash"
10036;"2024-11-08";1555;"Shipped";"Debit Card"
10037;"2025-01-14";5600;"Cancelled";"Debit Card"
10038;"2025-04-06";8422;"Shipped";"Credit Card"
10039;"2025-03-23";55;"Shipped";"Debit Card"
10040;"2024-11-10";4367;"Cancelled";"Debit Card"
10041;"2023-07-15";4032;"Shipped";"Debit Card"
10042;"2023-12-16";9316;"Processing";"PayPal"
10043;"2024-11-24";3141;"Shipped";"PayPal"
10044;"2025-05-31";8079;"Cancelled";"Credit Card"
10045;"2023-09-22";1553;"Cancelled";"Debit Card"
10046;"2024-09-29";7796;"Shipped";"Debit Card"
10047;"2024-08-22";5272;"Shipped";"PayPal"
10048;"2025-04-15";116;"Shipped";"PayPal"
10049;"2024-06-22";3614;"Shipped";"Cash"
10050;"2024-01-27";6373;"Shipped";"Debit Card"
10051;"2024-09-27";8552;"Processing";"Credit Card"
10052;"2025-04-29";8220;"Shipped";"Credit Card"
10053;"2024-05-09";3838;"Cancelled";"Cash"
10054;"2025-03-01";3534;"Shipped";"PayPal"
10055;"2025-02-04";9611;"Cancelled";"PayPal"
10056;"2024-02-15";5832;"Shipped";"Cash"
10057;"2024-10-16";5964;"Processing";"Cash"
10058;"2024-05-31";1295;"Shipped";"PayPal"
10059;"2024-05-24";5971;"Shipped";"Credit Card"
10060;"2025-04-07";7551;"Shipped";"Cash"
10061;"2023-11-13";2076;"Shipped";"Debit Card"
10062;"2024-11-25";7367;"Shipped";"Credit Card"
10063;"2024-04-03";5208;"Shipped";"PayPal"
10064;"2024-01-07";5818;"Shipped";"PayPal"
10065;"2024-10-13";1779;"Processing";"Cash"
10066;"2024-11-24";374;"Shipped";"PayPal"
10067;"2024-01-12";7558;"Shipped";"Credit Card"
10068;"2024-10-30";9324;"Cancelled";"Cash"
10069;"2025-03-20";1574;"Shipped";"Cash"
10070;"2024-12-14";6027;"Shipped";"PayPal"
10071;"2024-11-22";4445;"Shipped";"Credit Card"
10072;"2025-05-24";788;"Shipped";"PayPal"
10073;"2023-06-25";1546;"Shipped";"Credit Card"
10074;"2025-01-02";8562;"Processing";"Credit Card"
10075;"2025-04-25";4375;"Processing";"Cash"
10076;"2025-03-29";5448;"Shipped";"Debit Card"
10077;"2023-08-20";9895;"Shipped";"PayPal"
10078;"2023-10-05";9850;"Shipped";"PayPal"
10079;"2024-12-15";4056;"Shipped";"Cash"
10080;"2025-04-30";607;"Shipped";"PayPal"
10081;"2024-07-30";2577;"Shipped";"Credit Card"
10082;"2023-07-20";6570;"Shipped";"Credit Card"
10083;"2023-09-07";4125;"Shipped";"PayPal"
10084;"2023-12-04";5052;"Shipped";"Cash"
10085;"2025-03-06";323;"Shipped";"Credit Card"
10086;"2024-09-22";584;"Shipped";"PayPal"
10087;"2024-03-15";5390;"Shipped";"PayPal"
10088;"2024-03-07";8848;"Shipped";"Credit Card"
10089;"2024-06-08";4882;"Cancelled";"Credit Card"
10090;"2025-03-17";8415;"Shipped";"PayPal"
10091;"2024-10-16";2123;"Processing";"Credit Card"
10092;"2024-12-20";7700;"Processing";"Debit Card"
10093;"2025-04-19";7797;"Shipped";"Cash"
10094;"2025-02-25";2221;"Returned";"Credit Card"
10095;"2025-05-26";5124;"Shipped";"Cash"
10096;"2024-03-29";3551;"Shipped";"Cash"
10097;"2024-02-07";5780;"Cancelled";"Credit Card"
10098;"2025-01-23";4929;"Shipped";"Cash"
10099;"2023-10-30";167;"Shipped";"PayPal"
10100;"2023-11-19";6444;"Shipped";"PayPal"
10101;"2024-03-19";8310;"Shipped";"PayPal"
10102;"2025-06-09";6656;"Shipped";"Debit Card"
10103;"2023-08-02";7343;"Shipped";"PayPal"
10104;"2023-11-13";2207;"Shipped";"PayPal"
10105;"2024-10-15";1251;"Cancelled";"Credit Card"
10106;"2024-04-28";4007;"Processing";"PayPal"
10107;"2025-04-23";4559;"Shipped";"Credit Card"
10108;"2023-10-23";9864;"Shipped";"Debit Card"
10109;"2025-05-22";2152;"Shipped";"PayPal"
10110;"2024-02-13";5078;"Shipped";"Debit Card"
10111;"2024-08-27";2298;"Shipped";"PayPal"
10112;"2024-04-17";9229;"Shipped";"Cash"
10113;"2023-10-09";2615;"Returned";"Cash"
10114;"2025-02-04";1880;"Processing";"PayPal"
10115;"2025-05-02";8789;"Shipped";"Cash"
10116;"2024-08-22";621;"Shipped";"Cash"
10117;"2024-02-23";6699;"Shipped";"Credit Card"
10118;"2025-04-23";5508;"Shipped";"Debit Card"
10119;"2024-12-12";8263;"Processing";"PayPal"
10120;"2025-02-24";1804;"Shipped";"Credit Card"
10121;"2023-09-21";7117;"Shipped";"Debit Card"
10122;"2023-10-06";4534;"Shipped";"Debit Card"
10123;"2023-10-02";9260;"Cancelled";"Debit Card"
10124;"2023-08-12";1926;"Cancelled";"Cash"
10125;"2023-12-07";1038;"Cancelled";"Cash"
10126;"2023-12-29";3184;"Cancelled";"Credit Card"
10127;"2025-03-05";9595;"Cancelled";"Debit Card"
10128;"2024-11-17";9631;"Shipped";"Credit Card"
10129;"2024-01-04";8677;"Shipped";"Cash"
10130;"2023-10-22";4265;"Cancelled";"Cash"
10131;"2023-12-07";4899;"Cancelled";"PayPal"
10132;"2025-01-31";8438;"Shipped";"Cash"
10133;"2025-04-07";6122;"Shipped";"Credit Card"
10134;"2024-01-28";5790;"Shipped";"Credit Card"
10135;"2023-09-26";3372;"Shipped";"Credit Card"
10136;"2025-06-12";1351;"Shipped";"Debit Card"
10137;"2025-02-28";8722;"Shipped";"Credit Card"
10138;"2024-01-06";5715;"Processing";"Cash"
10139;"2023-12-03";3815;"Shipped";"Credit Card"
10140;"2024-09-03";7148;"Shipped";"Cash"
10141;"2025-01-07";6486;"Shipped";"Cash"
10142;"2025-04-27";9981;"Shipped";"PayPal"
10143;"2024-10-08";9895;"Shipped";"PayPal"
10144;"2025-05-24";3626;"Shipped";"Credit Card"
10145;"2025-02-26";8952;"Shipped";"PayPal"
10146;"2024-07-15";8118;"Returned";"PayPal"
10147;"2025-06-08";9596;"Cancelled";"Debit Card"
10148;"2025-05-09";8990;"Shipped";"Debit Card"
10149;"2024-09-13";532;"Shipped";"Cash"
10150;"2024-07-29";4138;"Shipped";"Cash"
10151;"2024-09-19";599;"Shipped";"PayPal"
10152;"2024-10-16";7429;"Processing";"Debit Card"
10153;"2025-02-13";8498;"Shipped";"Debit Card"
10154;"2025-01-28";4905;"Returned";"PayPal"
10155;"2024-04-03";2910;"Cancelled";"PayPal"
10156;"2024-11-06";679;"Shipped";"PayPal"
10157;"2024-10-23";3385;"Shipped";"PayPal"
10158;"2024-07-05";8923;"Shipped";"PayPal"
10159;"2023-11-05";2026;"Shipped";"Debit Card"
10160;"2023-08-03";4229;"Shipped";"Debit Card"
10161;"2025-01-24";2767;"Shipped";"Debit Card"
10162;"2023-11-26";2099;"Shipped";"Credit Card"
10163;"2024-08-10";6762;"Shipped";"PayPal"
10164;"2024-10-31";392;"Shipped";"Cash"
10165;"2023-07-20";3785;"Shipped";"Cash"
10166;"2023-07-25";6667;"Returned";"Credit Card"
10167;"2024-07-13";3838;"Shipped";"PayPal"
10168;"2024-06-03";1686;"Cancelled";"Credit Card"
10169;"2024-02-20";6498;"Shipped";"Credit Card"
10170;"2023-10-27";2915;"Returned";"PayPal"
10171;"2023-12-04";7117;"Shipped";"Cash"
10172;"2025-02-17";9611;"Shipped";"Debit Card"
10173;"2023-07-23";3727;"Shipped";"Credit Card"
10174;"2023-09-27";4952;"Shipped";"Credit Card"
10175;"2025-02-21";6059;"Shipped";"Credit Card"
10176;"2023-08-17";7656;"Shipped";"Credit Card"
10177;"2025-05-03";4611;"Returned";"Credit Card"
10178;"2024-06-26";7822;"Shipped";"Debit Card"
10179;"2025-02-27";1085;"Cancelled";"Cash"
10180;"2025-01-15";7584;"Shipped";"PayPal"
10181;"2025-03-05";9200;"Shipped";"Cash"
10182;"2024-10-15";1318;"Shipped";"Debit Card"
10183;"2024-03-30";6881;"Processing";"Cash"
10184;"2024-02-14";2350;"Shipped";"PayPal"
10185;"2024-07-08";7338;"Shipped";"Credit Card"
10186;"2024-12-09";2694;"Shipped";"PayPal"
10187;"2024-06-11";7209;"Processing";"Credit Card"
10188;"2024-03-18";6882;"Shipped";"Debit Card"
10189;"2025-05-04";3723;"Shipped";"PayPal"
10190;"2023-11-28";3694;"Cancelled";"Debit Card"
10191;"2024-02-12";4393;"Shipped";"Cash"
10192;"2025-05-20";7225;"Processing";"Debit Card"
10193;"2024-11-30";7803;"Shipped";"PayPal"
10194;"2025-04-10";5718;"Shipped";"Cash"
10195;"2024-04-27";3135;"Shipped";"Debit Card"
10196;"2024-07-02";2599;"Shipped";"PayPal"
10197;"2025-04-23";4053;"Cancelled";"Debit Card"
10198;"2023-09-13";3825;"Shipped";"PayPal"
10199;"2024-02-18";3521;"Cancelled";"Credit Card"
10200;"2025-04-14";1250;"Cancelled";"PayPal"
10201;"2025-02-23";6587;"Processing";"Debit Card"
10202;"2023-08-26";7844;"Shipped";"Credit Card"
10203;"2023-10-03";2075;"Shipped";"Debit Card"
10204;"2024-12-02";2505;"Shipped";"Cash"
10205;"2024-03-03";2015;"Shipped";"Debit Card"
10206;"2023-07-18";4945;"Processing";"Credit Card"
10207;"2024-02-17";949;"Cancelled";"Credit Card"
10208;"2024-07-26";107;"Shipped";"Debit Card"
10209;"2024-11-21";4693;"Shipped";"Credit Card"
10210;"2024-06-28";8347;"Cancelled";"PayPal"
10211;"2024-07-25";3241;"Cancelled";"PayPal"
10212;"2023-12-02";8988;"Shipped";"Debit Card"
10213;"2025-02-12";9763;"Cancelled";"Cash"
10214;"2023-10-17";5304;"Shipped";"Debit Card"
10215;"2025-02-01";1635;"Shipped";"Debit Card"
10216;"2024-01-04";1533;"Shipped";"Debit Card"
10217;"2024-03-22";7609;"Returned";"Debit Card"
10218;"2024-11-17";1441;"Shipped";"Debit Card"
10219;"2024-05-23";9591;"Shipped";"Cash"
10220;"2023-10-11";3647;"Shipped";"Cash"
10221;"2024-12-12";5600;"Shipped";"Cash"
10222;"2024-11-03";1616;"Shipped";"Cash"
10223;"2025-02-14";9706;"Processing";"Debit Card"
10224;"2024-09-18";7995;"Shipped";"Cash"
10225;"2023-11-22";6297;"Processing";"Debit Card"
10226;"2024-07-16";2599;"Shipped";"PayPal"
10227;"2023-09-19";9037;"Shipped";"PayPal"
10228;"2023-09-18";3531;"Shipped";"Debit Card"
10229;"2024-05-07";7591;"Shipped";"PayPal"
10230;"2023-10-19";2328;"Processing";"PayPal"
10231;"2024-12-17";6566;"Shipped";"Debit Card"
10232;"2024-05-03";7768;"Shipped";"Debit Card"
10233;"2024-07-25";1977;"Shipped";"Debit Card"
10234;"2024-12-19";1836;"Shipped";"Cash"
10235;"2023-07-09";4900;"Shipped";"Credit Card"
10236;"2025-06-15";355;"Shipped";"PayPal"
10237;"2023-08-26";9798;"Shipped";"PayPal"
10238;"2025-03-06";4474;"Shipped";"Debit Card"
10239;"2025-01-13";3196;"Shipped";"Debit Card"
10240;"2025-03-15";9180;"Shipped";"Debit Card"
10241;"2025-03-03";8346;"Shipped";"Cash"
10242;"2024-06-14";907;"Shipped";"Cash"
10243;"2024-07-13";7199;"Cancelled";"PayPal"
10244;"2025-06-08";1621;"Cancelled";"Cash"
10245;"2024-03-19";4419;"Shipped";"Cash"
10246;"2023-11-14";8524;"Processing";"Cash"
10247;"2024-12-19";4339;"Returned";"Cash"
10248;"2023-07-04";430;"Shipped";"Cash"
10249;"2024-07-12";5302;"Shipped";"Debit Card"
10250;"2025-04-11";2424;"Returned";"PayPal"
10251;"2024-11-01";8273;"Shipped";"Cash"
10252;"2025-05-16";1574;"Shipped";"Debit Card"
10253;"2024-04-12";8036;"Shipped";"Credit Card"
10254;"2023-11-19";420;"Shipped";"Credit Card"
10255;"2024-03-21";467;"Shipped";"Cash"
10256;"2024-08-01";5177;"Shipped";"Credit Card"
10257;"2024-03-20";3394;"Shipped";"Credit Card"
10258;"2024-12-11";9758;"Returned";"Cash"
10259;"2023-10-06";9711;"Shipped";"PayPal"
10260;"2024-03-31";7434;"Shipped";"PayPal"
10261;"2023-11-25";7395;"Shipped";"PayPal"
10262;"2024-07-08";2036;"Shipped";"Cash"
10263;"2024-08-18";8996;"Shipped";"Credit Card"
10264;"2023-11-17";9270;"Cancelled";"PayPal"
10265;"2023-12-21";1633;"Cancelled";"Credit Card"
10266;"2024-11-18";1985;"Processing";"Debit Card"
10267;"2024-02-05";7122;"Returned";"Cash"
10268;"2024-01-03";4;"Processing";"Debit Card"
10269;"2023-11-23";7478;"Shipped";"PayPal"
10270;"2024-08-04";5999;"Shipped";"PayPal"
10271;"2025-03-22";603;"Processing";"Debit Card"
10272;"2024-10-25";7257;"Processing";"Credit Card"
10273;"2024-11-13";8693;"Shipped";"Credit Card"
10274;"2024-08-05";6715;"Shipped";"Debit Card"
10275;"2023-12-19";8377;"Shipped";"Debit Card"
10276;"2024-07-30";3252;"Shipped";"PayPal"
10277;"2025-06-06";3148;"Shipped";"PayPal"
10278;"2025-02-28";9488;"Shipped";"Credit Card"
10279;"2025-02-17";8145;"Processing";"Credit Card"
10280;"2023-10-10";55;"Shipped";"Cash"
10281;"2023-11-23";9917;"Shipped";"Debit Card"
10282;"2024-05-05";2911;"Shipped";"Debit Card"
10283;"2024-03-12";1871;"Shipped";"Debit Card"
10284;"2023-10-18";3349;"Processing";"Debit Card"
10285;"2024-02-01";1602;"Shipped";"Debit Card"
10286;"2024-11-26";5768;"Cancelled";"Debit Card"
10287;"2024-01-08";5831;"Shipped";"PayPal"
10288;"2023-07-15";8121;"Shipped";"Credit Card"
10289;"2024-11-12";7044;"Shipped";"Debit Card"
10290;"2024-04-01";2091;"Shipped";"Debit Card"
10291;"2023-09-22";5481;"Processing";"Credit Card"
10292;"2024-01-30";9444;"Cancelled";"Credit Card"
10293;"2025-05-13";6371;"Processing";"PayPal"
10294;"2024-10-26";5183;"Returned";"Credit Card"
10295;"2024-02-14";171;"Returned";"PayPal"
10296;"2023-08-26";2810;"Shipped";"Cash"
10297;"2024-02-27";6994;"Processing";"PayPal"
10298;"2025-02-14";7930;"Shipped";"Credit Card"
10299;"2024-09-28";9966;"Shipped";"Cash"
10300;"2025-06-05";6712;"Shipped";"Credit Card"
10301;"2023-07-27";3992;"Shipped";"Debit Card"
10302;"2024-12-12";7136;"Shipped";"PayPal"
10303;"2024-04-13";827;"Shipped";"Cash"
10304;"2024-05-16";9858;"Cancelled";"Debit Card"
10305;"2024-12-02";130;"Shipped";"Cash"
10306;"2024-12-04";1418;"Shipped";"PayPal"
10307;"2025-03-11";6799;"Processing";"Cash"
10308;"2023-11-05";6774;"Processing";"PayPal"
10309;"2025-02-20";1408;"Shipped";"Debit Card"
10310;"2023-12-23";5137;"Shipped";"Debit Card"
10311;"2025-04-11";8786;"Shipped";"Debit Card"
10312;"2023-07-14";1038;"Shipped";"Cash"
10313;"2023-06-23";7547;"Shipped";"Credit Card"
10314;"2024-11-03";5904;"Shipped";"Cash"
10315;"2024-06-13";23;"Shipped";"PayPal"
10316;"2024-11-24";9826;"Cancelled";"Cash"
10317;"2024-09-20";6288;"Shipped";"PayPal"
10318;"2025-01-12";1406;"Shipped";"Debit Card"
10319;"2023-09-04";9671;"Cancelled";"PayPal"
10320;"2023-08-17";6468;"Processing";"Credit Card"
10321;"2023-11-15";1195;"Shipped";"PayPal"
10322;"2023-10-15";8768;"Shipped";"PayPal"
10323;"2023-08-25";7924;"Shipped";"PayPal"
10324;"2023-08-16";1607;"Shipped";"Debit Card"
10325;"2024-09-19";8644;"Shipped";"PayPal"
10326;"2024-04-25";8317;"Shipped";"Debit Card"
10327;"2024-10-10";6251;"Shipped";"Debit Card"
10328;"2024-01-24";1684;"Processing";"Credit Card"
10329;"2023-10-02";9099;"Shipped";"Credit Card"
10330;"2025-03-05";8622;"Processing";"Cash"
10331;"2023-10-03";2752;"Shipped";"Cash"
10332;"2025-05-18";7505;"Shipped";"Debit Card"
10333;"2025-02-20";7664;"Shipped";"Debit Card"
10334;"2024-10-27";8554;"Shipped";"Credit Card"
10335;"2024-07-31";8624;"Shipped";"Credit Card"
10336;"2023-12-18";2723;"Shipped";"Cash"
10337;"2024-03-03";5640;"Processing";"PayPal"
10338;"2024-12-23";3224;"Processing";"Credit Card"
10339;"2024-12-13";5442;"Cancelled";"Cash"
10340;"2023-09-15";9823;"Shipped";"Cash"
10341;"2025-06-14";7382;"Shipped";"Debit Card"
10342;"2024-04-27";5185;"Shipped";"Cash"
10343;"2025-04-26";270;"Returned";"Credit Card"
10344;"2024-09-23";7705;"Shipped";"Debit Card"
10345;"2024-10-24";6116;"Shipped";"Cash"
10346;"2023-07-03";9316;"Shipped";"Debit Card"
10347;"2025-05-30";7299;"Processing";"Credit Card"
10348;"2025-03-29";4534;"Cancelled";"Credit Card"
10349;"2024-07-06";1043;"Processing";"Cash"
10350;"2023-07-13";1642;"Returned";"PayPal"
10351;"2024-10-21";6604;"Cancelled";"PayPal"
10352;"2024-04-22";3298;"Returned";"Credit Card"
10353;"2024-08-26";7056;"Shipped";"PayPal"
10354;"2024-12-28";1384;"Shipped";"Debit Card"
10355;"2024-07-11";3997;"Cancelled";"PayPal"
10356;"2023-08-08";15;"Shipped";"Debit Card"
10357;"2023-11-14";1675;"Shipped";"Cash"
10358;"2024-08-05";5100;"Processing";"PayPal"
10359;"2023-11-11";3618;"Returned";"Cash"
10360;"2024-10-09";8100;"Processing";"PayPal"
10361;"2025-03-24";6558;"Processing";"Credit Card"
10362;"2025-02-19";5475;"Shipped";"PayPal"
10363;"2023-06-24";1481;"Shipped";"Cash"
10364;"2024-05-04";9938;"Cancelled";"Cash"
10365;"2024-08-01";7699;"Shipped";"PayPal"
10366;"2025-02-05";3047;"Shipped";"Credit Card"
10367;"2024-09-29";7364;"Shipped";"Credit Card"
10368;"2024-11-15";5958;"Shipped";"Credit Card"
10369;"2024-07-21";4211;"Shipped";"Debit Card"
10370;"2024-10-31";5472;"Returned";"Credit Card"
10371;"2024-04-10";976;"Cancelled";"Credit Card"
10372;"2023-09-29";1686;"Shipped";"Debit Card"
10373;"2023-07-23";2084;"Returned";"Debit Card"
10374;"2024-06-22";1687;"Returned";"PayPal"
10375;"2023-10-17";4159;"Shipped";"Credit Card"
10376;"2025-02-25";6810;"Shipped";"Debit Card"
10377;"2025-02-10";8701;"Shipped";"PayPal"
10378;"2025-03-04";188;"Shipped";"Credit Card"
10379;"2024-08-02";2783;"Processing";"Debit Card"
10380;"2024-03-03";4189;"Shipped";"Cash"
10381;"2024-05-19";4101;"Shipped";"Cash"
10382;"2024-01-17";2073;"Shipped";"Cash"
10383;"2024-04-30";6652;"Shipped";"Debit Card"
10384;"2025-02-28";98;"Processing";"Debit Card"
10385;"2024-10-27";9484;"Shipped";"Credit Card"
10386;"2024-11-03";6806;"Processing";"PayPal"
10387;"2023-06-23";3465;"Shipped";"Cash"
10388;"2024-03-07";1788;"Shipped";"PayPal"
10389;"2024-05-07";7764;"Shipped";"Debit Card"
10390;"2025-03-21";5405;"Processing";"PayPal"
10391;"2023-11-05";684;"Cancelled";"Debit Card"
10392;"2024-09-10";1133;"Shipped";"Cash"
10393;"2023-10-04";5878;"Shipped";"Credit Card"
10394;"2025-03-10";6199;"Shipped";"Cash"
10395;"2024-12-24";3837;"Shipped";"Debit Card"
10396;"2024-09-07";9807;"Shipped";"Cash"
10397;"2024-06-22";1042;"Processing";"Debit Card"
10398;"2024-08-27";5890;"Processing";"PayPal"
10399;"2024-03-09";855;"Processing";"Credit Card"
10400;"2025-01-16";5739;"Shipped";"Cash"
10401;"2024-01-22";2027;"Processing";"PayPal"
10402;"2023-06-26";5366;"Shipped";"Debit Card"
10403;"2023-09-19";2551;"Shipped";"Credit Card"
10404;"2023-08-13";7090;"Shipped";"Cash"
10405;"2025-03-11";240;"Shipped";"Credit Card"
10406;"2023-09-20";490;"Shipped";"PayPal"
10407;"2025-01-21";1037;"Shipped";"Credit Card"
10408;"2025-05-23";9531;"Shipped";"Credit Card"
10409;"2025-04-29";6133;"Shipped";"Cash"
10410;"2023-07-02";4781;"Cancelled";"PayPal"
10411;"2024-10-13";7910;"Shipped";"Credit Card"
10412;"2024-04-09";3270;"Shipped";"PayPal"
10413;"2024-12-10";6123;"Shipped";"Debit Card"
10414;"2024-02-06";5711;"Shipped";"Credit Card"
10415;"2023-07-22";1768;"Shipped";"PayPal"
10416;"2024-06-13";4709;"Processing";"Cash"
10417;"2025-03-04";8354;"Returned";"Debit Card"
10418;"2025-01-22";8848;"Shipped";"Credit Card"
10419;"2023-09-05";3007;"Shipped";"Debit Card"
10420;"2023-11-11";1257;"Shipped";"PayPal"
10421;"2023-09-15";7078;"Shipped";"Credit Card"
10422;"2024-01-25";5352;"Cancelled";"Credit Card"
10423;"2024-10-20";750;"Shipped";"Cash"
10424;"2024-08-25";709;"Processing";"Cash"
10425;"2025-03-21";6417;"Shipped";"PayPal"
10426;"2024-03-20";9814;"Shipped";"Credit Card"
10427;"2025-04-16";6951;"Processing";"Debit Card"
10428;"2023-11-26";8658;"Cancelled";"Cash"
10429;"2024-02-21";9293;"Shipped";"Cash"
10430;"2023-10-13";1714;"Shipped";"Debit Card"
10431;"2024-08-20";7937;"Shipped";"PayPal"
10432;"2024-09-26";8309;"Shipped";"PayPal"
10433;"2024-04-21";196;"Shipped";"Credit Card"
10434;"2024-12-24";4715;"Shipped";"Cash"
10435;"2023-10-09";9667;"Shipped";"Credit Card"
10436;"2024-12-13";1275;"Processing";"PayPal"
10437;"2024-01-18";3710;"Shipped";"Credit Card"
10438;"2025-04-28";339;"Shipped";"Debit Card"
10439;"2025-01-26";6762;"Shipped";"Cash"
10440;"2024-07-11";3512;"Shipped";"Credit Card"
10441;"2023-12-06";4276;"Cancelled";"Cash"
10442;"2023-09-16";1657;"Shipped";"Credit Card"
10443;"2023-11-04";6763;"Shipped";"Credit Card"
10444;"2024-06-24";8835;"Returned";"Credit Card"
10445;"2025-02-01";9873;"Shipped";"PayPal"
10446;"2024-10-12";9543;"Shipped";"Credit Card"
10447;"2025-03-18";5274;"Shipped";"Debit Card"
10448;"2025-04-06";8811;"Shipped";"PayPal"
10449;"2025-05-24";1170;"Shipped";"Credit Card"
10450;"2024-03-05";8444;"Shipped";"PayPal"
10451;"2024-11-16";8174;"Processing";"Cash"
10452;"2024-03-27";302;"Shipped";"Debit Card"
10453;"2024-03-21";1567;"Shipped";"Credit Card"
10454;"2025-03-28";7817;"Shipped";"Cash"
10455;"2025-01-25";2211;"Shipped";"Cash"
10456;"2025-04-15";7231;"Shipped";"Debit Card"
10457;"2023-09-24";8804;"Shipped";"Debit Card"
10458;"2023-08-26";6589;"Shipped";"Debit Card"
10459;"2024-04-21";1944;"Shipped";"Debit Card"
10460;"2024-12-21";8266;"Processing";"Debit Card"
10461;"2023-11-23";4638;"Shipped";"Cash"
10462;"2024-09-08";8349;"Processing";"Credit Card"
10463;"2024-03-13";5386;"Shipped";"Credit Card"
10464;"2024-09-12";256;"Cancelled";"PayPal"
10465;"2024-04-04";3111;"Cancelled";"Cash"
10466;"2024-09-27";9244;"Cancelled";"Debit Card"
10467;"2025-05-21";5033;"Shipped";"Debit Card"
10468;"2025-04-14";6262;"Processing";"Cash"
10469;"2024-06-29";2418;"Processing";"Debit Card"
10470;"2025-05-05";2257;"Shipped";"PayPal"
10471;"2025-01-08";2635;"Shipped";"Debit Card"
10472;"2025-03-11";1892;"Shipped";"Debit Card"
10473;"2023-08-17";3465;"Shipped";"PayPal"
10474;"2023-10-01";9968;"Shipped";"Credit Card"
10475;"2024-10-15";7427;"Shipped";"Cash"
10476;"2023-09-16";1971;"Shipped";"Credit Card"
10477;"2024-10-14";3954;"Processing";"PayPal"
10478;"2023-08-14";5819;"Cancelled";"Cash"
10479;"2024-05-30";6772;"Returned";"PayPal"
10480;"2024-03-19";6749;"Processing";"Debit Card"
10481;"2025-06-06";5004;"Shipped";"Credit Card"
10482;"2025-05-06";649;"Returned";"Debit Card"
10483;"2023-08-15";9833;"Shipped";"Debit Card"
10484;"2024-11-08";8721;"Shipped";"PayPal"
10485;"2025-06-12";2102;"Shipped";"PayPal"
10486;"2024-09-02";419;"Shipped";"Credit Card"
10487;"2024-10-03";2353;"Shipped";"Debit Card"
10488;"2024-06-24";5776;"Shipped";"Debit Card"
10489;"2025-01-28";8277;"Shipped";"Credit Card"
10490;"2024-07-30";7692;"Cancelled";"PayPal"
10491;"2024-11-09";1752;"Shipped";"Credit Card"
10492;"2023-07-10";2658;"Cancelled";"Credit Card"
10493;"2024-12-27";6124;"Processing";"Cash"
10494;"2025-05-16";5525;"Shipped";"Cash"
10495;"2023-10-20";2352;"Shipped";"Cash"
10496;"2024-05-21";8072;"Processing";"Debit Card"
10497;"2025-03-20";1290;"Shipped";"Debit Card"
10498;"2025-06-20";2703;"Processing";"Cash"
10499;"2024-02-23";8836;"Shipped";"PayPal"
10500;"2024-06-29";2906;"Shipped";"Credit Card"
10501;"2024-03-14";4670;"Shipped";"Debit Card"
10502;"2024-04-11";2923;"Shipped";"Cash"
10503;"2025-03-19";6655;"Shipped";"Cash"
10504;"2025-01-29";2022;"Shipped";"Cash"
10505;"2023-07-02";3625;"Shipped";"Credit Card"
10506;"2025-01-25";6345;"Shipped";"PayPal"
10507;"2023-08-06";7779;"Shipped";"Debit Card"
10508;"2024-11-10";137;"Returned";"Credit Card"
10509;"2025-01-01";4226;"Shipped";"PayPal"
10510;"2023-09-03";9411;"Processing";"Credit Card"
10511;"2024-09-21";9210;"Shipped";"Cash"
10512;"2025-05-01";3141;"Shipped";"Credit Card"
10513;"2025-04-26";2588;"Shipped";"PayPal"
10514;"2024-10-20";6670;"Shipped";"PayPal"
10515;"2025-02-06";2606;"Shipped";"PayPal"
10516;"2023-09-27";5005;"Shipped";"Credit Card"
10517;"2024-10-18";8401;"Shipped";"Debit Card"
10518;"2024-01-24";7505;"Shipped";"Debit Card"
10519;"2023-08-19";3811;"Shipped";"PayPal"
10520;"2024-02-04";6081;"Shipped";"Credit Card"
10521;"2024-02-22";7409;"Shipped";"PayPal"
10522;"2025-04-23";4154;"Processing";"PayPal"
10523;"2024-03-11";3377;"Shipped";"Debit Card"
10524;"2023-08-20";1369;"Cancelled";"PayPal"
10525;"2023-12-06";7810;"Shipped";"Credit Card"
10526;"2025-03-25";3801;"Returned";"PayPal"
10527;"2024-03-16";1038;"Processing";"Debit Card"
10528;"2025-02-28";993;"Shipped";"Cash"
10529;"2023-11-28";7313;"Cancelled";"PayPal"
10530;"2024-03-02";4511;"Processing";"PayPal"
10531;"2025-01-13";394;"Shipped";"Credit Card"
10532;"2025-05-14";8006;"Shipped";"PayPal"
10533;"2024-04-01";3687;"Shipped";"Debit Card"
10534;"2025-02-26";358;"Shipped";"Credit Card"
10535;"2024-04-17";4005;"Shipped";"Cash"
10536;"2025-04-30";1182;"Shipped";"Cash"
10537;"2025-02-02";6818;"Shipped";"Debit Card"
10538;"2025-05-14";2066;"Shipped";"Debit Card"
10539;"2025-04-14";6872;"Shipped";"Credit Card"
10540;"2024-09-10";3130;"Processing";"PayPal"
10541;"2024-03-31";155;"Shipped";"Credit Card"
10542;"2025-01-12";9747;"Shipped";"Cash"
10543;"2025-05-11";8679;"Cancelled";"PayPal"
10544;"2023-12-05";6295;"Processing";"Credit Card"
