Employee_ID,Join_Date,Department,City,Level,Age,Salary,Experience_Years,Projects_Completed,Performance_Rating,Satisfaction_Score,Training_Hours,Monthly_Overtime,Left_Company
1276,2023-09-06,Marketing,Kolkata,Lead,30,65568.04,3,7,A,9.0,29.5,6.9,False
1277,2018-08-14,Marketing,Bangalore,Mid,22,65558.73,20,3,B,9.1,90.8,6.1,True
1278,2020-03-08,Operations,Ahmedabad,Lead,32,74590.03,10,10,A,3.7,8.7,12.4,True
1279,2024-05-20,Support,Kolkata,Junior,24,64859.38,2,34,B,3.1,0.9,4.4,False
1280,2020-08-17,Sales,Chennai,Junior,44,73315.22,12,25,B,4.7,79.1,2.6,False
1281,2022-02-13,Sales,Kolkata,Junior,47,88521.73,24,35,C,,34.4,1.1,False
1282,2019-03-29,Support,Mumbai,Mid,25,97118.78,16,16,,7.1,,5.0,True
1283,2020-03-26,Marketing,Chennai,Manager,39,100080.33,21,2,A,,36.3,16.0,False
1284,2019-10-21,HR,Mumbai,Junior,27,126421.31,21,24,B,7.1,66.5,3.8,True
1285,2019-07-01,Engineering,Delhi,Lead,56,89233.99,9,10,A,8.4,22.5,1.7,False
1286,2021-04-30,Operations,Hyderabad,Mid,43,130861.97,20,38,E,4.6,55.4,2.7,False
1287,2018-01-17,Engineering,Mumbai,Lead,36,55587.95,11,22,D,2.4,97.7,3.4,False
1288,2021-05-28,R&D,Chennai,Junior,43,127282.12,14,26,E,7.6,34.0,5.1,True
1289,2024-01-15,Support,Delhi,Lead,33,65490.6,20,39,B,4.2,8.0,2.4,True
1290,2020-12-05,HR,Mumbai,Lead,39,67949.53,9,27,B,7.0,12.5,14.4,False
1291,2023-11-17,Operations,Bangalore,Junior,56,72003.19,13,29,D,3.4,8.9,3.0,False
1292,2022-11-04,Support,Kolkata,Junior,51,,12,38,B,1.7,11.3,10.1,False
1293,2020-11-26,Marketing,Hyderabad,Lead,45,77146.01,4,20,B,9.9,14.6,5.0,False
1294,2024-05-16,Sales,Mumbai,Director,51,60499.3,5,27,B,2.4,32.4,4.1,False
1295,2018-10-29,Engineering,Delhi,Junior,35,95749.05,23,20,A,9.9,35.5,13.6,True
1296,2018-06-30,Finance,Bangalore,Senior,27,61179.12,1,19,B,9.8,22.2,7.5,False
1297,2019-08-30,Finance,Pune,Manager,24,91390.26,21,20,B,8.1,,18.8,False
1298,2019-12-01,HR,Delhi,Lead,37,113193.09,16,35,C,6.9,3.4,5.2,False
1299,2020-09-19,Marketing,Kolkata,Director,28,66072.44,3,2,A,6.2,3.7,3.0,True
1300,2021-02-13,R&D,Delhi,Lead,35,94859.59,13,30,B,8.8,7.5,6.1,False
1301,2018-07-10,Engineering,Bangalore,Mid,30,88978.98,9,34,D,3.6,29.2,4.7,False
1302,2024-04-19,Marketing,Delhi,Mid,36,131322.17,2,22,A,5.2,9.6,24.2,False
1303,2020-09-07,Engineering,Bangalore,Mid,42,62379.24,24,3,B,6.6,13.3,4.5,False
1304,2023-06-30,HR,Mumbai,Senior,56,94876.79,2,6,D,4.7,,10.4,True
1305,2021-03-30,HR,Ahmedabad,Senior,23,34349.72,14,15,,4.8,66.8,7.9,False
1306,2018-05-08,R&D,Bangalore,Junior,48,62603.54,5,27,A,4.0,0.6,2.9,False
1307,2023-08-28,Finance,Bangalore,Lead,23,83834.82,16,10,C,,41.9,3.8,False
1308,2022-12-22,Marketing,Hyderabad,Senior,56,109829.0,11,9,B,8.7,44.2,9.0,False
1309,2022-10-25,Operations,Bangalore,Senior,39,44351.67,21,33,C,2.8,64.1,9.0,True
1310,2019-07-24,Finance,Bangalore,Mid,35,94652.27,19,32,D,9.4,108.0,6.0,False
1311,2021-09-08,Marketing,Pune,Mid,41,73419.41,23,6,A,7.2,0.8,7.3,True
1312,2023-03-11,Finance,Ahmedabad,Junior,39,36961.81,10,36,C,8.4,6.7,1.4,False
1313,2019-09-18,Operations,Mumbai,Junior,31,79539.67,24,2,C,6.0,86.9,3.7,False
1314,2022-08-14,Sales,Kolkata,Junior,46,117729.03,3,29,A,8.0,24.5,16.0,False
1315,2018-06-04,Sales,Hyderabad,Junior,23,46989.43,5,4,C,1.1,33.3,5.1,False
1316,2021-11-10,R&D,Pune,Mid,46,72251.56,0,1,B,8.4,43.5,15.9,True
1317,2020-02-24,Sales,Chennai,Mid,54,50334.03,19,19,C,1.4,45.5,17.6,False
1318,2018-09-03,Sales,Ahmedabad,Junior,57,63285.43,22,26,A,9.0,107.4,17.5,False
1319,2022-02-09,Support,Mumbai,Lead,52,110804.25,15,25,C,9.9,231.7,23.6,True
1320,2022-09-02,Engineering,Mumbai,Junior,35,68211.89,14,10,B,3.6,50.9,11.4,False
1321,2019-06-22,Support,Chennai,Manager,22,110039.14,16,15,D,2.9,13.5,23.0,False
1322,2023-03-06,Support,Kolkata,Director,37,102726.35,7,22,A,7.9,84.7,15.2,True
1323,2023-01-16,R&D,Bangalore,Junior,24,65931.55,11,21,B,3.3,2.0,1.3,False
1324,2020-07-09,Support,Pune,Mid,56,62435.01,21,22,C,8.8,10.5,10.6,True
1325,2024-09-21,Sales,Delhi,Junior,27,52600.03,20,36,C,1.9,91.1,33.4,False
1326,2019-06-09,Operations,Hyderabad,Senior,46,51727.97,9,34,C,2.1,11.8,1.0,True
1327,2022-03-10,R&D,Delhi,Senior,34,83830.18,14,30,C,9.8,10.0,7.8,False
1328,2018-02-05,R&D,,Junior,55,74505.37,8,25,D,,5.9,2.9,False
1329,2019-11-16,HR,Mumbai,Senior,29,59409.86,1,28,D,8.6,78.4,4.0,False
1330,2018-01-20,R&D,Kolkata,Junior,42,36280.93,4,1,B,3.9,27.7,5.0,False
1331,2024-06-26,HR,Mumbai,Junior,55,77654.47,5,4,C,,44.9,10.6,False
1332,2019-02-04,R&D,Hyderabad,Senior,25,63261.2,6,7,D,6.3,10.9,6.0,False
1333,2020-08-29,Engineering,Mumbai,Mid,46,70117.56,20,9,E,6.4,56.8,10.3,True
1334,2023-03-22,Sales,Mumbai,Senior,36,82616.55,24,36,D,7.1,57.1,27.0,False
1335,2021-03-12,R&D,Hyderabad,Mid,25,12454.93,0,19,B,6.2,15.0,16.4,False
1336,2021-01-20,Sales,Pune,Director,33,36668.13,22,1,B,4.9,21.2,9.0,False
1337,2020-04-13,Sales,Pune,Junior,53,,6,10,C,3.5,9.4,6.4,False
1338,2022-12-29,Finance,Hyderabad,Mid,53,62334.74,19,36,C,7.9,150.1,11.2,False
1339,2023-06-06,R&D,Kolkata,Senior,49,12064.17,24,9,C,3.0,41.5,1.3,False
1340,2020-05-03,Marketing,Chennai,Mid,34,38751.5,11,32,C,7.2,109.1,5.5,False
1341,2018-02-20,Finance,Ahmedabad,Director,52,137111.68,15,32,D,3.1,14.5,11.5,True
1342,2019-07-29,Marketing,Mumbai,Senior,35,57425.06,15,6,B,6.6,60.9,8.9,False
1343,2021-02-22,Sales,Kolkata,Senior,41,103975.38,10,38,D,7.7,58.1,17.2,False
1344,2024-01-07,Sales,Mumbai,Lead,39,78027.95,20,17,B,3.0,47.1,15.5,False
1345,2024-06-19,Finance,Ahmedabad,Director,50,62875.82,3,10,B,1.5,134.8,10.9,False
1346,2024-06-10,Finance,Chennai,Manager,27,94386.14,12,27,C,2.2,20.0,6.0,True
1347,2022-09-12,Marketing,Pune,Senior,53,,6,35,D,6.5,5.6,5.0,False
1348,2019-11-13,HR,Kolkata,Senior,50,,3,21,A,8.6,44.6,17.9,False
1349,2020-04-17,Marketing,Bangalore,Junior,23,62691.22,14,25,B,1.4,52.3,11.0,True
1350,2020-12-13,Finance,Bangalore,Junior,44,41427.39,18,28,E,7.6,34.2,3.8,False
1351,2024-10-27,Operations,Ahmedabad,Senior,40,60480.56,8,15,B,4.1,9.3,16.1,True
1352,2024-04-30,Finance,Bangalore,Junior,52,96342.83,10,4,C,5.3,28.1,10.6,False
1353,2022-05-15,Operations,Pune,Mid,26,78303.42,7,29,C,9.4,15.0,7.3,True
1354,2018-01-05,Engineering,Ahmedabad,Junior,40,108265.43,0,9,C,4.0,22.3,14.3,False
1355,2021-01-31,Finance,Pune,Mid,55,79884.38,22,27,C,5.2,41.5,12.1,False
1356,2021-05-04,Engineering,,Lead,31,99811.52,24,26,B,1.1,54.7,20.2,False
1357,2020-02-13,HR,,Manager,46,73398.24,23,19,C,1.7,10.6,20.1,False
1358,2020-05-26,Marketing,Chennai,Junior,23,60243.11,7,28,B,3.3,,5.3,False
1359,2020-09-18,Operations,Chennai,Mid,32,112014.2,12,17,C,1.3,12.5,7.9,False
1360,2018-02-16,Marketing,Pune,Manager,52,57266.24,21,20,A,6.7,8.9,6.2,True
1361,2018-09-26,Engineering,Ahmedabad,Junior,36,83596.12,3,39,C,4.8,,26.9,False
1362,2019-01-05,Operations,Ahmedabad,Lead,30,94222.43,7,23,B,5.9,96.0,14.4,True
1363,2019-09-28,Marketing,Bangalore,Mid,44,96037.32,2,32,B,2.6,18.5,8.0,False
1364,2021-02-03,Finance,,Mid,40,45863.93,8,33,B,3.7,55.7,4.4,False
1365,2022-08-21,Sales,Mumbai,Director,30,101298.76,1,5,B,7.0,90.9,8.6,False
1366,2022-08-10,Engineering,Pune,Junior,56,50526.12,1,34,D,9.7,74.9,0.7,False
1367,2019-10-19,Marketing,Bangalore,Senior,42,95267.59,12,11,B,1.5,8.1,6.4,True
1368,2018-04-30,Engineering,Kolkata,Lead,30,88379.34,14,3,,9.0,125.2,3.4,False
1369,2020-04-10,Support,Delhi,Junior,49,,22,33,E,6.2,18.9,15.8,False
1370,2022-12-16,Engineering,Delhi,Senior,28,44874.91,11,11,C,6.1,16.6,6.4,False
1371,2020-12-17,Operations,Pune,Director,37,89698.24,3,16,A,5.5,2.6,9.1,False
1372,2023-05-29,Support,Hyderabad,Junior,37,102139.84,7,18,B,1.6,26.6,7.5,True
1373,2021-10-01,R&D,Mumbai,Manager,54,79834.89,8,30,D,1.8,4.6,16.3,False
1374,2020-01-11,Operations,Delhi,Senior,25,54534.58,22,10,B,6.4,11.4,16.6,False
1375,2018-04-27,Sales,Pune,Senior,25,97993.69,4,18,A,4.1,15.2,12.2,False
1376,2023-01-28,Support,Pune,Senior,38,77847.99,23,38,C,9.3,66.2,10.5,False
1377,2021-02-24,R&D,Bangalore,Junior,50,33138.89,19,19,D,4.7,83.3,1.7,False
1378,2023-04-16,Finance,Kolkata,Manager,57,52595.26,17,36,D,2.3,14.4,7.0,False
1379,2020-10-09,Engineering,Hyderabad,Manager,56,61842.64,10,13,B,7.4,78.3,18.5,True
1380,2022-07-23,Marketing,Mumbai,Senior,28,112645.46,14,3,C,3.6,77.9,9.7,False
1381,2020-12-17,HR,,Lead,48,108254.58,21,10,B,5.7,57.9,6.4,False
1382,2019-09-26,Engineering,Chennai,Senior,49,108174.21,8,38,B,7.3,6.3,5.5,False
1383,2019-05-28,R&D,Kolkata,Mid,43,80809.01,16,1,D,9.1,46.9,5.6,False
1384,2021-01-24,Engineering,Kolkata,Senior,35,97839.87,11,27,B,8.1,116.0,9.0,False
1385,2021-02-15,Sales,Bangalore,Senior,28,46480.51,6,8,B,7.1,45.9,5.1,False
1386,2019-07-14,Finance,Ahmedabad,Senior,43,75170.08,9,17,A,7.1,16.1,17.6,False
1387,2019-05-03,HR,Delhi,Lead,26,86290.82,24,9,D,9.5,27.8,1.5,False
1388,2020-06-15,Support,Delhi,Mid,23,48127.52,24,6,D,3.7,41.5,14.1,False
1389,2021-04-27,Support,Bangalore,Junior,48,,9,25,C,1.0,28.6,21.0,False
1390,2019-12-05,Support,Pune,Junior,42,,12,39,D,3.4,5.1,3.2,True
1391,2022-01-10,R&D,Delhi,Mid,36,88969.24,18,28,B,3.0,15.0,13.1,False
1392,2019-08-04,Operations,Hyderabad,Senior,42,97938.63,10,33,C,7.0,64.9,11.1,False
1393,2024-04-13,Operations,Mumbai,Senior,31,13689.83,12,37,B,6.7,79.1,4.1,False
1394,2018-06-03,Marketing,Kolkata,Senior,44,113949.22,20,9,A,6.3,5.9,2.9,False
1395,2022-08-07,HR,Kolkata,Mid,26,70346.94,7,18,C,1.1,121.8,11.7,False
1396,2020-09-23,Support,Hyderabad,Senior,22,55782.84,7,21,,7.6,,27.1,False
1397,2021-05-28,Operations,Ahmedabad,Mid,34,70634.05,3,2,A,3.9,43.4,19.2,True
1398,2020-12-28,R&D,Delhi,Mid,42,37874.45,14,38,B,7.0,55.7,13.2,False
1399,2020-10-05,Marketing,Kolkata,Senior,47,101198.55,10,36,B,6.0,66.8,11.6,False
1400,2023-11-12,Finance,Chennai,Manager,42,66615.11,10,37,B,,116.6,9.7,False
1401,2022-11-09,Marketing,Ahmedabad,Mid,39,56534.23,0,15,E,2.2,15.0,7.8,False
1402,2020-08-15,Operations,Mumbai,Junior,53,70798.62,16,28,C,1.8,78.2,12.2,False
1403,2019-03-29,Sales,Mumbai,Junior,57,102950.39,14,18,C,8.5,5.6,4.1,False
1404,2021-05-12,R&D,Kolkata,Junior,38,78286.46,19,34,D,9.3,48.8,15.2,False
1405,2024-03-15,Sales,Bangalore,Senior,56,39757.66,5,22,B,6.8,54.2,8.3,False
1406,2024-10-15,Support,Ahmedabad,Mid,32,86624.52,23,11,C,1.9,45.3,8.4,False
1407,2024-07-16,Sales,Kolkata,Mid,42,51775.5,21,13,B,4.6,11.6,23.8,False
1408,2019-07-05,Support,Bangalore,Mid,47,21097.47,24,4,C,7.6,82.6,2.6,False
1409,2022-06-24,Support,Kolkata,Junior,25,112400.18,14,22,E,8.0,7.4,13.5,False
1410,2021-08-05,Operations,,Mid,55,86430.75,8,7,D,2.1,2.2,21.8,False
1411,2022-10-24,Sales,Ahmedabad,Junior,39,73043.23,13,24,B,1.0,,12.3,False
1412,2018-12-23,Support,Pune,Mid,56,66359.76,17,4,D,7.4,25.8,9.9,False
1413,2023-09-02,HR,Mumbai,Junior,50,109926.99,16,28,B,4.2,75.6,8.0,False
1414,2022-11-21,Finance,Kolkata,Lead,50,152178.88,17,15,,3.3,19.3,15.3,False
1415,2022-11-17,Marketing,Chennai,Junior,42,86219.51,4,1,B,1.1,7.4,12.0,False
1416,2024-10-25,Marketing,Bangalore,Director,34,49259.13,19,3,B,5.9,72.4,6.6,False
1417,2022-06-20,Operations,Bangalore,Mid,38,71138.36,19,14,C,8.7,31.8,8.0,False
1418,2020-10-12,Sales,Mumbai,Lead,30,85764.32,8,38,C,9.6,8.4,11.9,False
1419,2021-09-10,Sales,Hyderabad,Senior,22,,10,1,E,6.1,51.0,3.7,True
1420,2019-05-31,Support,Kolkata,Senior,23,83362.48,23,38,,5.6,28.6,5.1,False
1421,2018-12-02,R&D,Ahmedabad,Lead,50,85910.63,21,38,C,1.8,37.1,20.5,False
1422,2022-11-18,Engineering,Delhi,Mid,54,108158.55,0,21,A,5.9,24.7,6.2,False
1423,2024-04-24,Support,Bangalore,Mid,31,105553.08,17,29,A,4.4,70.6,2.9,False
1424,2019-05-12,Finance,Ahmedabad,Mid,42,77779.3,5,5,C,6.5,70.8,12.3,True
1425,2020-06-14,HR,Ahmedabad,Senior,49,112865.92,1,10,B,4.5,49.4,20.4,True
1426,2024-01-17,Marketing,Pune,Junior,32,125891.96,14,28,D,3.2,4.5,2.6,False
1427,2020-05-01,Support,Ahmedabad,Mid,55,75698.79,20,21,B,1.9,73.0,16.9,False
1428,2022-08-15,Engineering,Ahmedabad,Senior,29,85454.68,13,7,A,3.8,44.5,21.8,False
1429,2023-04-16,Engineering,Pune,Senior,43,30817.57,4,3,B,1.9,47.8,16.3,True
1430,2024-08-24,Support,Bangalore,Lead,29,38725.67,5,20,B,2.6,18.0,7.6,True
1431,2022-04-18,Operations,Ahmedabad,Senior,36,,5,19,A,9.9,84.6,17.5,False
1432,2020-08-14,Marketing,Hyderabad,Director,38,63909.54,21,35,C,5.0,51.7,18.7,False
1433,2022-06-25,Operations,Hyderabad,Junior,44,47596.92,17,4,A,5.8,4.8,3.1,False
1434,2021-07-15,HR,Chennai,Mid,45,74100.11,13,5,C,8.9,,14.6,False
1435,2021-12-11,Engineering,Pune,Mid,40,64657.27,9,1,B,10.0,87.0,9.2,False
1436,2021-04-06,Engineering,Chennai,Mid,26,101772.38,13,4,B,6.2,,8.9,True
1437,2020-12-02,Finance,Pune,Lead,53,63130.66,12,12,B,8.3,130.2,1.4,True
1438,2018-10-12,HR,Kolkata,Junior,22,,2,27,D,3.9,45.5,1.0,False
1439,2024-09-10,Engineering,Kolkata,Lead,44,78143.78,5,23,B,3.8,39.9,9.2,False
1440,2018-01-12,HR,,Mid,29,74645.05,7,25,D,4.6,12.6,7.6,False
1441,2022-06-19,Marketing,,Senior,34,53448.75,11,21,A,7.1,11.4,7.5,False
1442,2020-01-24,Sales,Kolkata,Senior,29,77375.0,12,24,D,7.1,113.9,6.9,False
1443,2023-09-14,Engineering,Delhi,Mid,44,48118.39,10,25,B,3.8,14.2,3.5,False
1444,2018-03-31,Finance,Kolkata,Mid,22,83246.0,11,32,C,2.2,59.8,15.3,False
1445,2020-02-15,Marketing,Mumbai,Mid,45,140823.11,0,32,C,6.7,20.0,21.6,True
1446,2022-06-14,Support,Kolkata,Junior,56,29859.86,16,5,E,2.2,6.0,2.1,False
1447,2019-02-22,HR,Chennai,Mid,45,62093.95,15,36,B,6.2,0.4,13.7,False
1448,2018-04-25,Support,Bangalore,Junior,38,58087.37,10,39,A,7.2,31.4,2.7,False
1449,2019-09-09,Operations,Ahmedabad,Mid,26,64168.5,12,16,A,7.3,148.8,6.9,False
1450,2020-04-05,Marketing,Chennai,Senior,41,100498.11,17,33,D,7.8,18.4,11.5,True
1451,2022-07-08,Support,Bangalore,Senior,42,88570.66,10,21,C,8.9,17.7,4.6,False
1452,2022-02-25,R&D,Hyderabad,Senior,52,96219.16,11,9,D,5.5,16.9,4.0,True
1453,2019-02-17,R&D,Chennai,Junior,57,75762.39,5,6,B,7.6,29.4,8.4,False
1454,2019-12-30,Engineering,Hyderabad,Senior,32,41947.52,8,35,B,6.6,23.2,15.2,False
1455,2019-11-07,HR,Delhi,Mid,36,47132.87,15,39,A,2.7,84.8,5.5,False
1456,2023-03-08,Sales,Delhi,Mid,40,93656.49,3,22,E,1.2,28.2,4.0,False
1457,2024-02-18,Marketing,Mumbai,Lead,28,79270.8,2,5,,3.6,28.4,5.8,False
1458,2021-01-27,Engineering,Kolkata,Junior,49,,15,23,E,,6.0,18.3,False
1459,2022-04-21,Finance,Chennai,Senior,26,82331.55,23,17,B,6.6,162.4,8.5,False
1460,2020-09-04,Operations,Hyderabad,Senior,26,45424.63,24,12,C,8.6,,9.0,True
1461,2020-10-05,HR,Bangalore,Mid,51,61952.45,11,23,C,2.8,3.0,6.3,False
1462,2023-11-14,Marketing,Delhi,Junior,53,89120.35,10,16,B,2.1,43.5,7.3,False
1463,2022-08-15,R&D,Kolkata,Junior,29,92758.31,4,3,D,9.7,36.2,13.9,False
1464,2018-02-06,Marketing,Delhi,Manager,31,96377.72,24,30,E,2.0,21.5,9.2,False
1465,2022-03-29,Sales,Bangalore,Mid,53,48786.9,17,22,D,5.3,21.9,25.9,False
1466,2024-05-15,R&D,Kolkata,Mid,49,44974.25,18,9,C,6.3,,5.7,False
1467,2024-03-14,Sales,Kolkata,Mid,38,70254.94,22,29,B,5.9,8.7,20.6,True
1468,2020-05-22,Finance,Hyderabad,Senior,52,111001.84,22,37,B,1.8,68.6,2.2,False
1469,2022-12-27,Operations,Hyderabad,Junior,29,57653.29,5,23,E,1.5,41.8,9.3,False
1470,2021-07-20,Finance,Chennai,Mid,46,86374.3,21,13,A,1.9,21.7,8.4,False
1471,2023-10-11,Engineering,Chennai,Senior,30,86376.53,17,32,C,6.3,24.5,20.7,False
1472,2019-08-19,Engineering,Pune,Manager,23,94019.32,5,23,C,5.9,11.9,6.5,False
1473,2023-03-19,Finance,Ahmedabad,Junior,36,116611.01,3,17,C,3.1,55.8,25.2,False
1474,2019-12-30,Operations,Pune,Mid,24,114047.66,11,21,E,6.7,28.8,2.0,False
1475,2021-09-27,Finance,Mumbai,Mid,57,60134.85,18,2,B,8.4,15.5,4.4,True
1476,2019-02-01,Operations,Delhi,Senior,25,,1,37,B,1.4,36.3,4.7,False
1477,2019-11-30,Operations,Chennai,Mid,35,58036.77,16,6,A,5.5,218.3,2.6,False
1478,2024-02-03,Support,Hyderabad,Mid,46,76891.81,10,18,B,7.2,22.9,8.5,False
1479,2022-06-24,R&D,Bangalore,Lead,31,65958.87,10,30,B,3.3,101.4,6.7,False
1480,2019-01-31,HR,Hyderabad,Senior,42,124197.47,20,22,B,3.8,16.9,17.0,False
1481,2024-10-28,Operations,Delhi,Mid,57,75469.51,15,33,D,6.5,2.3,2.8,False
1482,2018-03-17,Sales,Pune,Lead,33,91342.8,1,30,E,9.1,9.1,33.3,True
1483,2018-09-22,Operations,Hyderabad,Senior,48,80430.36,1,17,B,8.3,21.7,24.2,False
1484,2022-12-25,Operations,Ahmedabad,Mid,23,66334.17,22,32,B,6.2,9.9,5.1,False
1485,2019-12-19,Operations,Mumbai,Junior,34,26879.71,7,14,E,7.6,0.0,13.5,False
1486,2020-04-30,Support,Delhi,Director,53,73034.56,12,10,A,,98.6,5.2,False
1487,2021-10-22,R&D,Pune,Junior,52,156366.18,9,36,A,6.8,74.3,13.2,False
1488,2018-05-24,Support,Ahmedabad,Junior,37,43888.54,7,34,B,5.2,54.2,2.4,False
1489,2020-06-03,Engineering,Bangalore,Junior,53,29628.17,3,9,C,2.7,7.3,12.8,False
1490,2019-01-31,Support,Pune,Senior,53,123409.73,14,28,B,7.3,5.1,6.0,True
1491,2022-02-01,Sales,Kolkata,Junior,55,93552.07,0,11,E,6.0,2.8,2.0,False
1492,2021-03-13,Sales,Ahmedabad,Junior,32,79685.5,10,14,B,4.2,51.5,8.0,False
1493,2020-11-28,Support,Ahmedabad,Junior,31,109066.85,6,39,C,9.2,105.7,8.3,False
1494,2023-11-27,R&D,Mumbai,Junior,36,54212.45,16,19,B,1.2,22.5,9.5,False
1495,2020-12-01,Finance,Delhi,Senior,38,72335.13,19,15,C,3.8,5.1,25.5,False
1496,2021-04-24,HR,Bangalore,Senior,39,98878.85,23,28,C,1.5,28.7,6.1,False
1497,2024-09-11,R&D,Mumbai,Mid,30,127758.86,17,24,D,7.9,17.2,7.3,False
1498,2019-09-26,Support,Pune,Mid,46,45786.39,21,8,D,7.3,18.8,2.2,False
1499,2021-03-02,Operations,Mumbai,Senior,35,,21,9,C,4.0,38.8,10.9,False
1500,2021-05-23,Marketing,Ahmedabad,Junior,46,84545.98,11,33,E,,50.7,7.5,False
1294,2024-05-16,Sales,Mumbai,Director,51,60499.3,5,27,B,2.4,32.4,4.1,False
1428,2022-08-15,Engineering,Ahmedabad,Senior,29,85454.68,13,7,A,3.8,44.5,21.8,False
1104,2020-03-15,Marketing,Pune,Senior,44,116888.68,22,37,C,2.5,35.5,11.8,True
1023,2018-01-22,Marketing,Chennai,Junior,47,45097.57,21,34,A,3.6,19.6,6.1,False
1454,2019-12-30,Engineering,Hyderabad,Senior,32,41947.52,8,35,B,6.6,23.2,15.2,False
1444,2018-03-31,Finance,Kolkata,Mid,22,83246.0,11,32,C,2.2,59.8,15.3,False
1021,2021-03-30,Sales,Chennai,Junior,39,83062.27,17,9,C,7.6,85.9,3.2,False
1002,2021-07-18,Sales,Hyderabad,Mid,50,55990.0,15,37,C,7.8,56.5,5.7,True
1127,2019-06-25,R&D,Chennai,Junior,39,104005.55,7,39,B,7.1,23.3,10.8,True
1194,2024-01-01,Finance,Chennai,Junior,42,49063.66,16,6,C,3.8,3.0,14.3,False
